epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1558198236432,2019-05-18T18:50:36.432,28.880,0.202,-0.872,0.371
1558198236512,2019-05-18T18:50:36.512,28.960,0.202,-0.872,0.371
1558198236592,2019-05-18T18:50:36.592,29.040,0.202,-0.872,0.371
1558198236672,2019-05-18T18:50:36.672,29.120,0.202,-0.872,0.370
1558198236752,2019-05-18T18:50:36.752,29.200,0.202,-0.872,0.370
1558198236832,2019-05-18T18:50:36.832,29.280,0.202,-0.872,0.371
1558198236912,2019-05-18T18:50:36.912,29.360,0.201,-0.872,0.370
1558198236992,2019-05-18T18:50:36.992,29.440,0.202,-0.872,0.370
1558198237072,2019-05-18T18:50:37.072,29.520,0.201,-0.872,0.370
1558198237152,2019-05-18T18:50:37.152,29.600,0.201,-0.872,0.370
1558198237232,2019-05-18T18:50:37.232,29.680,0.202,-0.872,0.370
1558198237312,2019-05-18T18:50:37.312,29.760,0.201,-0.872,0.371
1558198237392,2019-05-18T18:50:37.392,29.840,0.202,-0.872,0.371
1558198237472,2019-05-18T18:50:37.472,29.920,0.201,-0.873,0.369
1558198237552,2019-05-18T18:50:37.552,30.000,0.202,-0.872,0.371
1558198237632,2019-05-18T18:50:37.632,30.080,0.202,-0.872,0.370
1558198237712,2019-05-18T18:50:37.712,30.160,0.202,-0.872,0.370
1558198237792,2019-05-18T18:50:37.792,30.240,0.202,-0.873,0.370
1558198237872,2019-05-18T18:50:37.872,30.320,0.202,-0.872,0.370
1558198237952,2019-05-18T18:50:37.952,30.400,0.201,-0.872,0.370
1558198238032,2019-05-18T18:50:38.032,30.480,0.201,-0.872,0.371
1558198238112,2019-05-18T18:50:38.112,30.560,0.202,-0.871,0.371
1558198238192,2019-05-18T18:50:38.192,30.640,0.201,-0.871,0.370
1558198238272,2019-05-18T18:50:38.272,30.720,0.201,-0.871,0.371
1558198238352,2019-05-18T18:50:38.352,30.800,0.202,-0.872,0.371
1558198238432,2019-05-18T18:50:38.432,30.880,0.203,-0.872,0.371
1558198238512,2019-05-18T18:50:38.512,30.960,0.202,-0.872,0.370
1558198238592,2019-05-18T18:50:38.592,31.040,0.202,-0.872,0.370
1558198238672,2019-05-18T18:50:38.672,31.120,0.203,-0.872,0.371
1558198238752,2019-05-18T18:50:38.752,31.200,0.202,-0.871,0.370
1558198238832,2019-05-18T18:50:38.832,31.280,0.202,-0.872,0.371
1558198238912,2019-05-18T18:50:38.912,31.360,0.202,-0.872,0.371
1558198238992,2019-05-18T18:50:38.992,31.440,0.202,-0.872,0.371
1558198239072,2019-05-18T18:50:39.072,31.520,0.201,-0.872,0.370
1558198239152,2019-05-18T18:50:39.152,31.600,0.202,-0.872,0.370
1558198239232,2019-05-18T18:50:39.232,31.680,0.202,-0.872,0.370
1558198239312,2019-05-18T18:50:39.312,31.760,0.202,-0.871,0.370
1558198239392,2019-05-18T18:50:39.392,31.840,0.201,-0.872,0.371
1558198239472,2019-05-18T18:50:39.472,31.920,0.202,-0.871,0.370
1558198239552,2019-05-18T18:50:39.552,32.000,0.203,-0.872,0.371
1558198239632,2019-05-18T18:50:39.632,32.080,0.202,-0.872,0.371
1558198239712,2019-05-18T18:50:39.712,32.160,0.202,-0.872,0.371
1558198239792,2019-05-18T18:50:39.792,32.240,0.203,-0.872,0.370
1558198239872,2019-05-18T18:50:39.872,32.320,0.202,-0.872,0.370
1558198239952,2019-05-18T18:50:39.952,32.400,0.201,-0.871,0.370
1558198240032,2019-05-18T18:50:40.032,32.480,0.201,-0.873,0.370
1558198240112,2019-05-18T18:50:40.112,32.560,0.202,-0.872,0.371
1558198240192,2019-05-18T18:50:40.192,32.640,0.202,-0.871,0.371
1558198240272,2019-05-18T18:50:40.272,32.720,0.201,-0.872,0.371
1558198240352,2019-05-18T18:50:40.352,32.800,0.201,-0.872,0.370
1558198240432,2019-05-18T18:50:40.432,32.880,0.201,-0.872,0.370
1558198240512,2019-05-18T18:50:40.512,32.960,0.202,-0.872,0.370
1558198240592,2019-05-18T18:50:40.592,33.040,0.202,-0.871,0.370
1558198240672,2019-05-18T18:50:40.672,33.120,0.203,-0.872,0.370
1558198240752,2019-05-18T18:50:40.752,33.200,0.202,-0.872,0.371
1558198240832,2019-05-18T18:50:40.832,33.280,0.202,-0.872,0.371
1558198240912,2019-05-18T18:50:40.912,33.360,0.201,-0.872,0.371
1558198240992,2019-05-18T18:50:40.992,33.440,0.201,-0.872,0.371
1558198241072,2019-05-18T18:50:41.072,33.520,0.202,-0.872,0.371
1558198241152,2019-05-18T18:50:41.152,33.600,0.203,-0.872,0.371
1558198241232,2019-05-18T18:50:41.232,33.680,0.201,-0.872,0.370
1558198241312,2019-05-18T18:50:41.312,33.760,0.202,-0.872,0.371
1558198241392,2019-05-18T18:50:41.392,33.840,0.202,-0.872,0.370
1558198241472,2019-05-18T18:50:41.472,33.920,0.201,-0.872,0.371
1558198241552,2019-05-18T18:50:41.552,34.000,0.202,-0.871,0.370
1558198241632,2019-05-18T18:50:41.632,34.080,0.201,-0.872,0.370
1558198241712,2019-05-18T18:50:41.712,34.160,0.203,-0.872,0.370
1558198241792,2019-05-18T18:50:41.792,34.240,0.201,-0.871,0.371
1558198241872,2019-05-18T18:50:41.872,34.320,0.202,-0.871,0.371
1558198241952,2019-05-18T18:50:41.952,34.400,0.202,-0.872,0.370
1558198242032,2019-05-18T18:50:42.032,34.480,0.202,-0.871,0.370
1558198242112,2019-05-18T18:50:42.112,34.560,0.202,-0.871,0.369
1558198242192,2019-05-18T18:50:42.192,34.640,0.201,-0.871,0.370
1558198242272,2019-05-18T18:50:42.272,34.720,0.201,-0.872,0.371
1558198242352,2019-05-18T18:50:42.352,34.800,0.201,-0.873,0.371
1558198242432,2019-05-18T18:50:42.432,34.880,0.202,-0.872,0.371
1558198242512,2019-05-18T18:50:42.512,34.960,0.202,-0.871,0.371
1558198242592,2019-05-18T18:50:42.592,35.040,0.202,-0.871,0.370
1558198242672,2019-05-18T18:50:42.672,35.120,0.201,-0.872,0.370
1558198242752,2019-05-18T18:50:42.752,35.200,0.201,-0.871,0.372
1558198242832,2019-05-18T18:50:42.832,35.280,0.202,-0.871,0.370
1558198242912,2019-05-18T18:50:42.912,35.360,0.202,-0.872,0.370
1558198242992,2019-05-18T18:50:42.992,35.440,0.203,-0.872,0.370
1558198243072,2019-05-18T18:50:43.072,35.520,0.202,-0.871,0.370
1558198243152,2019-05-18T18:50:43.152,35.600,0.201,-0.871,0.371
1558198243232,2019-05-18T18:50:43.232,35.680,0.201,-0.871,0.371
1558198243312,2019-05-18T18:50:43.312,35.760,0.201,-0.872,0.370
1558198243392,2019-05-18T18:50:43.392,35.840,0.202,-0.872,0.370
1558198243472,2019-05-18T18:50:43.472,35.920,0.202,-0.872,0.371
1558198243552,2019-05-18T18:50:43.552,36.000,0.202,-0.872,0.372
1558198243632,2019-05-18T18:50:43.632,36.080,0.202,-0.872,0.370
1558198243712,2019-05-18T18:50:43.712,36.160,0.201,-0.872,0.370
1558198243792,2019-05-18T18:50:43.792,36.240,0.201,-0.872,0.371
1558198243872,2019-05-18T18:50:43.872,36.320,0.202,-0.871,0.370
1558198243952,2019-05-18T18:50:43.952,36.400,0.201,-0.871,0.370
1558198244032,2019-05-18T18:50:44.032,36.480,0.201,-0.872,0.371
1558198244112,2019-05-18T18:50:44.112,36.560,0.202,-0.872,0.370
1558198244192,2019-05-18T18:50:44.192,36.640,0.202,-0.872,0.371
1558198244272,2019-05-18T18:50:44.272,36.720,0.201,-0.872,0.371
1558198244352,2019-05-18T18:50:44.352,36.800,0.201,-0.872,0.370
1558198244432,2019-05-18T18:50:44.432,36.880,0.201,-0.872,0.371
1558198244512,2019-05-18T18:50:44.512,36.960,0.202,-0.871,0.371
1558198244592,2019-05-18T18:50:44.592,37.040,0.202,-0.871,0.371
1558198244672,2019-05-18T18:50:44.672,37.120,0.202,-0.871,0.370
1558198244752,2019-05-18T18:50:44.752,37.200,0.201,-0.871,0.371
1558198244832,2019-05-18T18:50:44.832,37.280,0.201,-0.872,0.370
1558198244912,2019-05-18T18:50:44.912,37.360,0.202,-0.872,0.370
1558198244992,2019-05-18T18:50:44.992,37.440,0.202,-0.872,0.371
1558198245072,2019-05-18T18:50:45.072,37.520,0.201,-0.871,0.371
1558198245152,2019-05-18T18:50:45.152,37.600,0.202,-0.871,0.372
1558198245232,2019-05-18T18:50:45.232,37.680,0.201,-0.872,0.371
1558198245312,2019-05-18T18:50:45.312,37.760,0.202,-0.872,0.371
1558198245392,2019-05-18T18:50:45.392,37.840,0.202,-0.871,0.371
1558198245472,2019-05-18T18:50:45.472,37.920,0.202,-0.871,0.371
1558198245552,2019-05-18T18:50:45.552,38.000,0.202,-0.872,0.370
1558198245632,2019-05-18T18:50:45.632,38.080,0.202,-0.872,0.370
1558198245712,2019-05-18T18:50:45.712,38.160,0.201,-0.871,0.370
1558198245792,2019-05-18T18:50:45.792,38.240,0.201,-0.872,0.370
1558198245872,2019-05-18T18:50:45.872,38.320,0.202,-0.871,0.372
1558198245952,2019-05-18T18:50:45.952,38.400,0.202,-0.871,0.372
1558198246032,2019-05-18T18:50:46.032,38.480,0.202,-0.872,0.371
1558198246112,2019-05-18T18:50:46.112,38.560,0.203,-0.872,0.371
1558198246192,2019-05-18T18:50:46.192,38.640,0.202,-0.872,0.369
1558198246272,2019-05-18T18:50:46.272,38.720,0.202,-0.872,0.370
1558198246352,2019-05-18T18:50:46.352,38.800,0.202,-0.872,0.372
1558198246432,2019-05-18T18:50:46.432,38.880,0.201,-0.871,0.371
1558198246512,2019-05-18T18:50:46.512,38.960,0.202,-0.871,0.372
1558198246592,2019-05-18T18:50:46.592,39.040,0.202,-0.871,0.372
1558198246672,2019-05-18T18:50:46.672,39.120,0.203,-0.871,0.371
1558198246752,2019-05-18T18:50:46.752,39.200,0.203,-0.871,0.371
1558198246832,2019-05-18T18:50:46.832,39.280,0.202,-0.871,0.370
1558198246912,2019-05-18T18:50:46.912,39.360,0.201,-0.871,0.370
1558198246992,2019-05-18T18:50:46.992,39.440,0.201,-0.871,0.371
1558198247072,2019-05-18T18:50:47.072,39.520,0.202,-0.871,0.370
1558198247152,2019-05-18T18:50:47.152,39.600,0.202,-0.872,0.370
1558198247232,2019-05-18T18:50:47.232,39.680,0.202,-0.872,0.371
1558198247312,2019-05-18T18:50:47.312,39.760,0.201,-0.871,0.371
1558198247392,2019-05-18T18:50:47.392,39.840,0.202,-0.872,0.371
1558198247472,2019-05-18T18:50:47.472,39.920,0.202,-0.871,0.371
1558198247552,2019-05-18T18:50:47.552,40.000,0.201,-0.872,0.371
1558198247632,2019-05-18T18:50:47.632,40.080,0.202,-0.872,0.370
1558198247712,2019-05-18T18:50:47.712,40.160,0.202,-0.872,0.371
1558198247792,2019-05-18T18:50:47.792,40.240,0.202,-0.872,0.371
1558198247872,2019-05-18T18:50:47.872,40.320,0.202,-0.871,0.371
1558198247952,2019-05-18T18:50:47.952,40.400,0.201,-0.871,0.371
1558198248032,2019-05-18T18:50:48.032,40.480,0.202,-0.872,0.370
1558198248112,2019-05-18T18:50:48.112,40.560,0.201,-0.871,0.371
1558198248192,2019-05-18T18:50:48.192,40.640,0.203,-0.871,0.371
1558198248272,2019-05-18T18:50:48.272,40.720,0.202,-0.871,0.371
1558198248352,2019-05-18T18:50:48.352,40.800,0.202,-0.872,0.371
1558198248432,2019-05-18T18:50:48.432,40.880,0.202,-0.871,0.371
1558198248512,2019-05-18T18:50:48.512,40.960,0.202,-0.871,0.371
1558198248592,2019-05-18T18:50:48.592,41.040,0.201,-0.871,0.371
1558198248672,2019-05-18T18:50:48.672,41.120,0.201,-0.872,0.370
1558198248752,2019-05-18T18:50:48.752,41.200,0.201,-0.872,0.370
1558198248832,2019-05-18T18:50:48.832,41.280,0.201,-0.873,0.371
1558198248912,2019-05-18T18:50:48.912,41.360,0.202,-0.872,0.371
1558198248992,2019-05-18T18:50:48.992,41.440,0.202,-0.872,0.371
1558198249072,2019-05-18T18:50:49.072,41.520,0.201,-0.871,0.370
1558198249152,2019-05-18T18:50:49.152,41.600,0.202,-0.871,0.370
1558198249232,2019-05-18T18:50:49.232,41.680,0.202,-0.872,0.370
1558198249312,2019-05-18T18:50:49.312,41.760,0.202,-0.872,0.371
1558198249392,2019-05-18T18:50:49.392,41.840,0.201,-0.871,0.371
1558198249472,2019-05-18T18:50:49.472,41.920,0.201,-0.872,0.370
1558198249552,2019-05-18T18:50:49.552,42.000,0.202,-0.872,0.371
1558198249632,2019-05-18T18:50:49.632,42.080,0.202,-0.871,0.370
1558198249712,2019-05-18T18:50:49.712,42.160,0.202,-0.872,0.370
1558198249792,2019-05-18T18:50:49.792,42.240,0.202,-0.872,0.371
1558198249872,2019-05-18T18:50:49.872,42.320,0.202,-0.871,0.371
1558198249952,2019-05-18T18:50:49.952,42.400,0.202,-0.872,0.371
1558198250032,2019-05-18T18:50:50.032,42.480,0.203,-0.872,0.369
1558198250112,2019-05-18T18:50:50.112,42.560,0.202,-0.872,0.371
1558198250192,2019-05-18T18:50:50.192,42.640,0.202,-0.871,0.371
1558198250272,2019-05-18T18:50:50.272,42.720,0.202,-0.871,0.370
1558198250352,2019-05-18T18:50:50.352,42.800,0.201,-0.872,0.370
1558198250432,2019-05-18T18:50:50.432,42.880,0.201,-0.872,0.371
1558198250512,2019-05-18T18:50:50.512,42.960,0.201,-0.871,0.371
1558198250592,2019-05-18T18:50:50.592,43.040,0.203,-0.872,0.371
1558198250672,2019-05-18T18:50:50.672,43.120,0.202,-0.873,0.371
1558198250752,2019-05-18T18:50:50.752,43.200,0.202,-0.872,0.370
1558198250832,2019-05-18T18:50:50.832,43.280,0.203,-0.872,0.370
1558198250912,2019-05-18T18:50:50.912,43.360,0.203,-0.872,0.372
1558198250992,2019-05-18T18:50:50.992,43.440,0.202,-0.871,0.370
1558198251072,2019-05-18T18:50:51.072,43.520,0.201,-0.872,0.371
1558198251152,2019-05-18T18:50:51.152,43.600,0.202,-0.872,0.371
1558198251232,2019-05-18T18:50:51.232,43.680,0.202,-0.873,0.371
1558198251312,2019-05-18T18:50:51.312,43.760,0.202,-0.872,0.371
1558198251392,2019-05-18T18:50:51.392,43.840,0.202,-0.871,0.370
1558198251472,2019-05-18T18:50:51.472,43.920,0.203,-0.871,0.370
1558198251552,2019-05-18T18:50:51.552,44.000,0.202,-0.872,0.370
1558198251632,2019-05-18T18:50:51.632,44.080,0.203,-0.871,0.371
1558198251712,2019-05-18T18:50:51.712,44.160,0.202,-0.871,0.371
1558198251792,2019-05-18T18:50:51.792,44.240,0.201,-0.871,0.371
1558198251872,2019-05-18T18:50:51.872,44.320,0.201,-0.872,0.371
1558198251952,2019-05-18T18:50:51.952,44.400,0.201,-0.872,0.371
1558198252032,2019-05-18T18:50:52.032,44.480,0.202,-0.871,0.371
1558198252112,2019-05-18T18:50:52.112,44.560,0.202,-0.872,0.371
1558198252192,2019-05-18T18:50:52.192,44.640,0.202,-0.872,0.371
1558198252272,2019-05-18T18:50:52.272,44.720,0.202,-0.871,0.371
1558198252352,2019-05-18T18:50:52.352,44.800,0.201,-0.872,0.372
1558198252432,2019-05-18T18:50:52.432,44.880,0.202,-0.872,0.370
1558198252512,2019-05-18T18:50:52.512,44.960,0.203,-0.872,0.369
1558198252592,2019-05-18T18:50:52.592,45.040,0.202,-0.872,0.370
1558198252672,2019-05-18T18:50:52.672,45.120,0.202,-0.871,0.371
1558198252752,2019-05-18T18:50:52.752,45.200,0.201,-0.872,0.371
1558198252832,2019-05-18T18:50:52.832,45.280,0.202,-0.872,0.370
1558198252912,2019-05-18T18:50:52.912,45.360,0.201,-0.872,0.370
1558198252992,2019-05-18T18:50:52.992,45.440,0.202,-0.871,0.371
1558198253072,2019-05-18T18:50:53.072,45.520,0.201,-0.872,0.372
1558198253152,2019-05-18T18:50:53.152,45.600,0.202,-0.872,0.370
1558198253232,2019-05-18T18:50:53.232,45.680,0.202,-0.872,0.370
1558198253312,2019-05-18T18:50:53.312,45.760,0.201,-0.872,0.370
1558198253392,2019-05-18T18:50:53.392,45.840,0.201,-0.872,0.370
1558198253472,2019-05-18T18:50:53.472,45.920,0.202,-0.871,0.370
1558198253552,2019-05-18T18:50:53.552,46.000,0.201,-0.872,0.370
1558198253632,2019-05-18T18:50:53.632,46.080,0.201,-0.873,0.371
1558198253712,2019-05-18T18:50:53.712,46.160,0.202,-0.872,0.371
1558198253792,2019-05-18T18:50:53.792,46.240,0.201,-0.872,0.371
1558198253872,2019-05-18T18:50:53.872,46.320,0.202,-0.872,0.371
1558198253952,2019-05-18T18:50:53.952,46.400,0.202,-0.871,0.371
1558198254032,2019-05-18T18:50:54.032,46.480,0.202,-0.873,0.371
1558198254112,2019-05-18T18:50:54.112,46.560,0.201,-0.873,0.370
1558198254192,2019-05-18T18:50:54.192,46.640,0.201,-0.872,0.371
1558198254272,2019-05-18T18:50:54.272,46.720,0.202,-0.872,0.371
1558198254352,2019-05-18T18:50:54.352,46.800,0.202,-0.872,0.371
1558198254432,2019-05-18T18:50:54.432,46.880,0.202,-0.872,0.371
1558198254512,2019-05-18T18:50:54.512,46.960,0.202,-0.872,0.370
1558198254592,2019-05-18T18:50:54.592,47.040,0.201,-0.873,0.372
1558198254672,2019-05-18T18:50:54.672,47.120,0.202,-0.872,0.370
1558198254752,2019-05-18T18:50:54.752,47.200,0.202,-0.872,0.370
1558198254832,2019-05-18T18:50:54.832,47.280,0.202,-0.872,0.370
1558198254912,2019-05-18T18:50:54.912,47.360,0.202,-0.872,0.370
1558198254992,2019-05-18T18:50:54.992,47.440,0.202,-0.872,0.371
1558198255072,2019-05-18T18:50:55.072,47.520,0.202,-0.872,0.372
1558198255152,2019-05-18T18:50:55.152,47.600,0.202,-0.872,0.371
1558198255232,2019-05-18T18:50:55.232,47.680,0.201,-0.872,0.371
1558198255312,2019-05-18T18:50:55.312,47.760,0.201,-0.872,0.371
1558198255392,2019-05-18T18:50:55.392,47.840,0.202,-0.872,0.371
1558198255472,2019-05-18T18:50:55.472,47.920,0.202,-0.871,0.371
1558198255552,2019-05-18T18:50:55.552,48.000,0.202,-0.872,0.370
1558198255632,2019-05-18T18:50:55.632,48.080,0.201,-0.872,0.370
1558198255712,2019-05-18T18:50:55.712,48.160,0.201,-0.873,0.371
1558198255792,2019-05-18T18:50:55.792,48.240,0.202,-0.873,0.371
1558198255872,2019-05-18T18:50:55.872,48.320,0.202,-0.872,0.370
1558198255952,2019-05-18T18:50:55.952,48.400,0.202,-0.873,0.370
1558198256032,2019-05-18T18:50:56.032,48.480,0.202,-0.872,0.370
1558198256112,2019-05-18T18:50:56.112,48.560,0.201,-0.872,0.370
1558198256192,2019-05-18T18:50:56.192,48.640,0.202,-0.872,0.371
1558198256272,2019-05-18T18:50:56.272,48.720,0.202,-0.872,0.371
1558198256352,2019-05-18T18:50:56.352,48.800,0.202,-0.872,0.371
1558198256432,2019-05-18T18:50:56.432,48.880,0.201,-0.872,0.371
1558198256512,2019-05-18T18:50:56.512,48.960,0.203,-0.872,0.371
1558198256592,2019-05-18T18:50:56.592,49.040,0.202,-0.872,0.371
1558198256672,2019-05-18T18:50:56.672,49.120,0.201,-0.871,0.370
1558198256752,2019-05-18T18:50:56.752,49.200,0.202,-0.870,0.370
1558198256832,2019-05-18T18:50:56.832,49.280,0.202,-0.871,0.371
1558198256912,2019-05-18T18:50:56.912,49.360,0.202,-0.872,0.371
1558198256992,2019-05-18T18:50:56.992,49.440,0.202,-0.872,0.372
1558198257072,2019-05-18T18:50:57.072,49.520,0.202,-0.871,0.371
1558198257152,2019-05-18T18:50:57.152,49.600,0.201,-0.872,0.370
1558198257232,2019-05-18T18:50:57.232,49.680,0.202,-0.872,0.370
1558198257312,2019-05-18T18:50:57.312,49.760,0.202,-0.872,0.372
1558198257392,2019-05-18T18:50:57.392,49.840,0.202,-0.872,0.370
1558198257472,2019-05-18T18:50:57.472,49.920,0.202,-0.871,0.369
1558198257552,2019-05-18T18:50:57.552,50.000,0.202,-0.872,0.370
1558198257632,2019-05-18T18:50:57.632,50.080,0.201,-0.872,0.371
1558198257712,2019-05-18T18:50:57.712,50.160,0.201,-0.872,0.370
1558198257792,2019-05-18T18:50:57.792,50.240,0.202,-0.872,0.370
1558198257872,2019-05-18T18:50:57.872,50.320,0.202,-0.872,0.370
1558198257952,2019-05-18T18:50:57.952,50.400,0.202,-0.870,0.370
1558198258032,2019-05-18T18:50:58.032,50.480,0.202,-0.872,0.372
1558198258112,2019-05-18T18:50:58.112,50.560,0.202,-0.872,0.371
1558198258192,2019-05-18T18:50:58.192,50.640,0.202,-0.872,0.370
1558198258272,2019-05-18T18:50:58.272,50.720,0.202,-0.871,0.371
1558198258352,2019-05-18T18:50:58.352,50.800,0.202,-0.871,0.371
1558198258432,2019-05-18T18:50:58.432,50.880,0.202,-0.871,0.370
1558198258512,2019-05-18T18:50:58.512,50.960,0.201,-0.872,0.371
1558198258592,2019-05-18T18:50:58.592,51.040,0.201,-0.872,0.371
1558198258672,2019-05-18T18:50:58.672,51.120,0.202,-0.871,0.370
1558198258752,2019-05-18T18:50:58.752,51.200,0.201,-0.872,0.371
1558198258832,2019-05-18T18:50:58.832,51.280,0.202,-0.872,0.371
1558198258912,2019-05-18T18:50:58.912,51.360,0.201,-0.872,0.369
1558198258992,2019-05-18T18:50:58.992,51.440,0.202,-0.872,0.371
1558198259072,2019-05-18T18:50:59.072,51.520,0.203,-0.872,0.371
1558198259152,2019-05-18T18:50:59.152,51.600,0.202,-0.871,0.370
1558198259232,2019-05-18T18:50:59.232,51.680,0.202,-0.872,0.370
1558198259312,2019-05-18T18:50:59.312,51.760,0.202,-0.872,0.370
1558198259392,2019-05-18T18:50:59.392,51.840,0.202,-0.872,0.370
1558198259472,2019-05-18T18:50:59.472,51.920,0.202,-0.872,0.371
1558198259552,2019-05-18T18:50:59.552,52.000,0.203,-0.872,0.370
1558198259632,2019-05-18T18:50:59.632,52.080,0.203,-0.872,0.370
1558198259712,2019-05-18T18:50:59.712,52.160,0.202,-0.872,0.370
1558198259792,2019-05-18T18:50:59.792,52.240,0.202,-0.872,0.370
1558198259872,2019-05-18T18:50:59.872,52.320,0.202,-0.871,0.370
1558198259952,2019-05-18T18:50:59.952,52.400,0.202,-0.872,0.372
1558198260032,2019-05-18T18:51:00.032,52.480,0.202,-0.872,0.371
1558198260112,2019-05-18T18:51:00.112,52.560,0.202,-0.872,0.370
1558198260192,2019-05-18T18:51:00.192,52.640,0.202,-0.872,0.372
1558198260272,2019-05-18T18:51:00.272,52.720,0.202,-0.871,0.371
1558198260352,2019-05-18T18:51:00.352,52.800,0.201,-0.873,0.370
1558198260432,2019-05-18T18:51:00.432,52.880,0.201,-0.872,0.370
1558198260512,2019-05-18T18:51:00.512,52.960,0.201,-0.872,0.371
1558198260592,2019-05-18T18:51:00.592,53.040,0.202,-0.872,0.371
1558198260672,2019-05-18T18:51:00.672,53.120,0.202,-0.871,0.372
1558198260752,2019-05-18T18:51:00.752,53.200,0.202,-0.871,0.371
1558198260832,2019-05-18T18:51:00.832,53.280,0.202,-0.872,0.371
1558198260912,2019-05-18T18:51:00.912,53.360,0.202,-0.871,0.370
1558198260992,2019-05-18T18:51:00.992,53.440,0.202,-0.871,0.370
1558198261072,2019-05-18T18:51:01.072,53.520,0.202,-0.872,0.371
1558198261152,2019-05-18T18:51:01.152,53.600,0.202,-0.871,0.371
1558198261232,2019-05-18T18:51:01.232,53.680,0.201,-0.871,0.370
1558198261312,2019-05-18T18:51:01.312,53.760,0.202,-0.873,0.370
1558198261392,2019-05-18T18:51:01.392,53.840,0.202,-0.872,0.370
1558198261472,2019-05-18T18:51:01.472,53.920,0.202,-0.872,0.371
1558198261552,2019-05-18T18:51:01.552,54.000,0.202,-0.872,0.371
1558198261632,2019-05-18T18:51:01.632,54.080,0.202,-0.872,0.369
1558198261712,2019-05-18T18:51:01.712,54.160,0.202,-0.872,0.370
1558198261792,2019-05-18T18:51:01.792,54.240,0.202,-0.872,0.371
1558198261872,2019-05-18T18:51:01.872,54.320,0.202,-0.872,0.370
1558198261952,2019-05-18T18:51:01.952,54.400,0.202,-0.871,0.371
1558198262032,2019-05-18T18:51:02.032,54.480,0.202,-0.871,0.370
1558198262112,2019-05-18T18:51:02.112,54.560,0.202,-0.872,0.370
1558198262192,2019-05-18T18:51:02.192,54.640,0.203,-0.872,0.371
1558198262272,2019-05-18T18:51:02.272,54.720,0.202,-0.872,0.371
1558198262352,2019-05-18T18:51:02.352,54.800,0.202,-0.872,0.371
1558198262432,2019-05-18T18:51:02.432,54.880,0.203,-0.873,0.371
1558198262512,2019-05-18T18:51:02.512,54.960,0.202,-0.872,0.370
1558198262592,2019-05-18T18:51:02.592,55.040,0.202,-0.872,0.371
1558198262672,2019-05-18T18:51:02.672,55.120,0.202,-0.872,0.370
1558198262752,2019-05-18T18:51:02.752,55.200,0.202,-0.872,0.371
1558198262832,2019-05-18T18:51:02.832,55.280,0.202,-0.872,0.371
1558198262912,2019-05-18T18:51:02.912,55.360,0.202,-0.872,0.371
1558198262992,2019-05-18T18:51:02.992,55.440,0.201,-0.872,0.372
1558198263072,2019-05-18T18:51:03.072,55.520,0.202,-0.872,0.371
1558198263152,2019-05-18T18:51:03.152,55.600,0.202,-0.872,0.371
1558198263232,2019-05-18T18:51:03.232,55.680,0.202,-0.872,0.370
1558198263312,2019-05-18T18:51:03.312,55.760,0.202,-0.871,0.369
1558198263392,2019-05-18T18:51:03.392,55.840,0.202,-0.871,0.372
1558198263472,2019-05-18T18:51:03.472,55.920,0.202,-0.872,0.371
1558198263552,2019-05-18T18:51:03.552,56.000,0.202,-0.875,0.371
1558198263632,2019-05-18T18:51:03.632,56.080,0.203,-0.871,0.381
1558198263712,2019-05-18T18:51:03.712,56.160,0.171,-0.992,0.410
1558198263792,2019-05-18T18:51:03.792,56.240,0.094,-1.278,0.416
